image,volumn,label
train_set/2945\2945.png,train_set/2945\2945.pt,1
train_set/2946\2946.png,train_set/2946\2946.pt,1
train_set/2947\2947.png,train_set/2947\2947.pt,1
train_set/2948\2948.png,train_set/2948\2948.pt,1
train_set/2949\2949.png,train_set/2949\2949.pt,1
train_set/2950\2950.png,train_set/2950\2950.pt,1
train_set/2951\2951.png,train_set/2951\2951.pt,1
train_set/2952\2952.png,train_set/2952\2952.pt,1
train_set/2953\2953.png,train_set/2953\2953.pt,1
train_set/2954\2954.png,train_set/2954\2954.pt,1
train_set/2955\2955.png,train_set/2955\2955.pt,1
train_set/2956\2956.png,train_set/2956\2956.pt,1
train_set/2957\2957.png,train_set/2957\2957.pt,1
train_set/2958\2958.png,train_set/2958\2958.pt,1
train_set/2959\2959.png,train_set/2959\2959.pt,1
train_set/2960\2960.png,train_set/2960\2960.pt,1
train_set/2961\2961.png,train_set/2961\2961.pt,1
train_set/2962\2962.png,train_set/2962\2962.pt,1
train_set/2963\2963.png,train_set/2963\2963.pt,1
train_set/2964\2964.png,train_set/2964\2964.pt,1
train_set/2965\2965.png,train_set/2965\2965.pt,1
train_set/2966\2966.png,train_set/2966\2966.pt,1
train_set/2967\2967.png,train_set/2967\2967.pt,1
train_set/2968\2968.png,train_set/2968\2968.pt,1
train_set/2969\2969.png,train_set/2969\2969.pt,1
train_set/2970\2970.png,train_set/2970\2970.pt,1
train_set/2971\2971.png,train_set/2971\2971.pt,1
train_set/2972\2972.png,train_set/2972\2972.pt,1
train_set/2973\2973.png,train_set/2973\2973.pt,1
train_set/2974\2974.png,train_set/2974\2974.pt,1
train_set/2975\2975.png,train_set/2975\2975.pt,1
train_set/2976\2976.png,train_set/2976\2976.pt,1
train_set/2977\2977.png,train_set/2977\2977.pt,1
train_set/2978\2978.png,train_set/2978\2978.pt,1
train_set/2979\2979.png,train_set/2979\2979.pt,1
train_set/2980\2980.png,train_set/2980\2980.pt,1
train_set/2981\2981.png,train_set/2981\2981.pt,1
train_set/2982\2982.png,train_set/2982\2982.pt,1
train_set/2983\2983.png,train_set/2983\2983.pt,1
train_set/2984\2984.png,train_set/2984\2984.pt,1
train_set/2985\2985.png,train_set/2985\2985.pt,1
train_set/2986\2986.png,train_set/2986\2986.pt,1
train_set/2987\2987.png,train_set/2987\2987.pt,1
train_set/2988\2988.png,train_set/2988\2988.pt,1
train_set/2989\2989.png,train_set/2989\2989.pt,1
train_set/2990\2990.png,train_set/2990\2990.pt,1
train_set/2991\2991.png,train_set/2991\2991.pt,1
train_set/2992\2992.png,train_set/2992\2992.pt,1
train_set/2993\2993.png,train_set/2993\2993.pt,1
train_set/2994\2994.png,train_set/2994\2994.pt,1
train_set/2995\2995.png,train_set/2995\2995.pt,1
train_set/2996\2996.png,train_set/2996\2996.pt,1
train_set/2997\2997.png,train_set/2997\2997.pt,1
train_set/2998\2998.png,train_set/2998\2998.pt,1
train_set/2999\2999.png,train_set/2999\2999.pt,1
train_set/3000\3000.png,train_set/3000\3000.pt,1
train_set/3001\3001.png,train_set/3001\3001.pt,1
train_set/3002\3002.png,train_set/3002\3002.pt,1
train_set/3003\3003.png,train_set/3003\3003.pt,1
train_set/3004\3004.png,train_set/3004\3004.pt,1
train_set/3005\3005.png,train_set/3005\3005.pt,1
train_set/3006\3006.png,train_set/3006\3006.pt,1
train_set/3007\3007.png,train_set/3007\3007.pt,1
train_set/3008\3008.png,train_set/3008\3008.pt,1
train_set/3009\3009.png,train_set/3009\3009.pt,1
train_set/3010\3010.png,train_set/3010\3010.pt,1
train_set/3011\3011.png,train_set/3011\3011.pt,1
train_set/3012\3012.png,train_set/3012\3012.pt,1
train_set/3013\3013.png,train_set/3013\3013.pt,1
train_set/3014\3014.png,train_set/3014\3014.pt,1
train_set/3015\3015.png,train_set/3015\3015.pt,1
train_set/3016\3016.png,train_set/3016\3016.pt,1
train_set/3017\3017.png,train_set/3017\3017.pt,1
train_set/3018\3018.png,train_set/3018\3018.pt,1
train_set/3019\3019.png,train_set/3019\3019.pt,1
train_set/3020\3020.png,train_set/3020\3020.pt,1
train_set/3021\3021.png,train_set/3021\3021.pt,1
train_set/3022\3022.png,train_set/3022\3022.pt,1
train_set/3023\3023.png,train_set/3023\3023.pt,1
train_set/3024\3024.png,train_set/3024\3024.pt,1
train_set/3025\3025.png,train_set/3025\3025.pt,1
train_set/3026\3026.png,train_set/3026\3026.pt,1
train_set/3027\3027.png,train_set/3027\3027.pt,1
train_set/3028\3028.png,train_set/3028\3028.pt,1
train_set/3029\3029.png,train_set/3029\3029.pt,1
train_set/3030\3030.png,train_set/3030\3030.pt,1
train_set/3031\3031.png,train_set/3031\3031.pt,1
train_set/3032\3032.png,train_set/3032\3032.pt,1
train_set/3033\3033.png,train_set/3033\3033.pt,1
train_set/3034\3034.png,train_set/3034\3034.pt,1
train_set/3035\3035.png,train_set/3035\3035.pt,1
train_set/3036\3036.png,train_set/3036\3036.pt,1
train_set/3037\3037.png,train_set/3037\3037.pt,1
train_set/3038\3038.png,train_set/3038\3038.pt,1
train_set/3039\3039.png,train_set/3039\3039.pt,1
train_set/3040\3040.png,train_set/3040\3040.pt,1
train_set/3041\3041.png,train_set/3041\3041.pt,1
train_set/3042\3042.png,train_set/3042\3042.pt,1
train_set/3043\3043.png,train_set/3043\3043.pt,1
train_set/3044\3044.png,train_set/3044\3044.pt,1
train_set/3045\3045.png,train_set/3045\3045.pt,1
train_set/3046\3046.png,train_set/3046\3046.pt,1
train_set/3047\3047.png,train_set/3047\3047.pt,1
train_set/3048\3048.png,train_set/3048\3048.pt,1
train_set/3049\3049.png,train_set/3049\3049.pt,1
train_set/3050\3050.png,train_set/3050\3050.pt,1
train_set/3051\3051.png,train_set/3051\3051.pt,1
train_set/3052\3052.png,train_set/3052\3052.pt,1
train_set/3053\3053.png,train_set/3053\3053.pt,1
train_set/3054\3054.png,train_set/3054\3054.pt,1
train_set/3055\3055.png,train_set/3055\3055.pt,1
train_set/3056\3056.png,train_set/3056\3056.pt,1
train_set/3057\3057.png,train_set/3057\3057.pt,1
train_set/3058\3058.png,train_set/3058\3058.pt,1
train_set/3059\3059.png,train_set/3059\3059.pt,1
train_set/3060\3060.png,train_set/3060\3060.pt,1
train_set/3061\3061.png,train_set/3061\3061.pt,1
train_set/3062\3062.png,train_set/3062\3062.pt,1
train_set/3063\3063.png,train_set/3063\3063.pt,1
train_set/3064\3064.png,train_set/3064\3064.pt,1
train_set/3065\3065.png,train_set/3065\3065.pt,1
train_set/3066\3066.png,train_set/3066\3066.pt,1
train_set/3067\3067.png,train_set/3067\3067.pt,1
train_set/3068\3068.png,train_set/3068\3068.pt,1
train_set/3069\3069.png,train_set/3069\3069.pt,1
train_set/3070\3070.png,train_set/3070\3070.pt,1
train_set/3071\3071.png,train_set/3071\3071.pt,1
train_set/3072\3072.png,train_set/3072\3072.pt,1
train_set/3073\3073.png,train_set/3073\3073.pt,1
train_set/3074\3074.png,train_set/3074\3074.pt,1
train_set/3075\3075.png,train_set/3075\3075.pt,1
train_set/3076\3076.png,train_set/3076\3076.pt,1
train_set/3077\3077.png,train_set/3077\3077.pt,1
train_set/3078\3078.png,train_set/3078\3078.pt,1
train_set/3079\3079.png,train_set/3079\3079.pt,1
train_set/3080\3080.png,train_set/3080\3080.pt,1
train_set/3081\3081.png,train_set/3081\3081.pt,1
train_set/3082\3082.png,train_set/3082\3082.pt,1
train_set/3083\3083.png,train_set/3083\3083.pt,1
train_set/3084\3084.png,train_set/3084\3084.pt,1
train_set/3085\3085.png,train_set/3085\3085.pt,1
train_set/3086\3086.png,train_set/3086\3086.pt,1
train_set/3087\3087.png,train_set/3087\3087.pt,1
train_set/3088\3088.png,train_set/3088\3088.pt,1
train_set/3089\3089.png,train_set/3089\3089.pt,1
train_set/3090\3090.png,train_set/3090\3090.pt,1
train_set/3091\3091.png,train_set/3091\3091.pt,1
train_set/3092\3092.png,train_set/3092\3092.pt,1
train_set/3093\3093.png,train_set/3093\3093.pt,1
train_set/3094\3094.png,train_set/3094\3094.pt,1
train_set/3095\3095.png,train_set/3095\3095.pt,1
train_set/3096\3096.png,train_set/3096\3096.pt,1
train_set/3097\3097.png,train_set/3097\3097.pt,1
train_set/3098\3098.png,train_set/3098\3098.pt,1
train_set/3099\3099.png,train_set/3099\3099.pt,1
train_set/3100\3100.png,train_set/3100\3100.pt,1
train_set/3101\3101.png,train_set/3101\3101.pt,1
train_set/3102\3102.png,train_set/3102\3102.pt,1
train_set/3103\3103.png,train_set/3103\3103.pt,1
train_set/3104\3104.png,train_set/3104\3104.pt,1
train_set/3105\3105.png,train_set/3105\3105.pt,1
train_set/3106\3106.png,train_set/3106\3106.pt,1
train_set/3107\3107.png,train_set/3107\3107.pt,1
train_set/3108\3108.png,train_set/3108\3108.pt,1
train_set/3109\3109.png,train_set/3109\3109.pt,1
train_set/3110\3110.png,train_set/3110\3110.pt,1
train_set/3111\3111.png,train_set/3111\3111.pt,1
train_set/3112\3112.png,train_set/3112\3112.pt,1
train_set/3113\3113.png,train_set/3113\3113.pt,1
train_set/3114\3114.png,train_set/3114\3114.pt,1
train_set/3115\3115.png,train_set/3115\3115.pt,1
train_set/3116\3116.png,train_set/3116\3116.pt,1
train_set/3117\3117.png,train_set/3117\3117.pt,1
train_set/3118\3118.png,train_set/3118\3118.pt,1
train_set/3119\3119.png,train_set/3119\3119.pt,1
train_set/3120\3120.png,train_set/3120\3120.pt,1
train_set/3121\3121.png,train_set/3121\3121.pt,1
train_set/3122\3122.png,train_set/3122\3122.pt,1
train_set/3123\3123.png,train_set/3123\3123.pt,1
train_set/3124\3124.png,train_set/3124\3124.pt,1
train_set/3125\3125.png,train_set/3125\3125.pt,1
train_set/3126\3126.png,train_set/3126\3126.pt,1
train_set/3127\3127.png,train_set/3127\3127.pt,1
train_set/3128\3128.png,train_set/3128\3128.pt,1
train_set/3129\3129.png,train_set/3129\3129.pt,1
train_set/3130\3130.png,train_set/3130\3130.pt,1
train_set/3131\3131.png,train_set/3131\3131.pt,1
train_set/3132\3132.png,train_set/3132\3132.pt,1
train_set/3133\3133.png,train_set/3133\3133.pt,1
train_set/3134\3134.png,train_set/3134\3134.pt,1
train_set/3135\3135.png,train_set/3135\3135.pt,1
train_set/3136\3136.png,train_set/3136\3136.pt,1
train_set/3137\3137.png,train_set/3137\3137.pt,1
train_set/3138\3138.png,train_set/3138\3138.pt,1
train_set/3139\3139.png,train_set/3139\3139.pt,1
train_set/3140\3140.png,train_set/3140\3140.pt,1
train_set/3141\3141.png,train_set/3141\3141.pt,1
train_set/3142\3142.png,train_set/3142\3142.pt,1
train_set/3143\3143.png,train_set/3143\3143.pt,1
train_set/3144\3144.png,train_set/3144\3144.pt,1
train_set/3145\3145.png,train_set/3145\3145.pt,1
train_set/3146\3146.png,train_set/3146\3146.pt,1
train_set/3147\3147.png,train_set/3147\3147.pt,1
train_set/3148\3148.png,train_set/3148\3148.pt,1
train_set/3149\3149.png,train_set/3149\3149.pt,1
train_set/3150\3150.png,train_set/3150\3150.pt,1
train_set/3151\3151.png,train_set/3151\3151.pt,1
train_set/3152\3152.png,train_set/3152\3152.pt,1
train_set/3153\3153.png,train_set/3153\3153.pt,1
train_set/3154\3154.png,train_set/3154\3154.pt,1
train_set/3155\3155.png,train_set/3155\3155.pt,1
train_set/3156\3156.png,train_set/3156\3156.pt,1
train_set/3157\3157.png,train_set/3157\3157.pt,1
train_set/3158\3158.png,train_set/3158\3158.pt,1
train_set/3159\3159.png,train_set/3159\3159.pt,1
train_set/3160\3160.png,train_set/3160\3160.pt,1
train_set/3161\3161.png,train_set/3161\3161.pt,1
train_set/3162\3162.png,train_set/3162\3162.pt,1
train_set/3163\3163.png,train_set/3163\3163.pt,1
train_set/3164\3164.png,train_set/3164\3164.pt,1
train_set/3165\3165.png,train_set/3165\3165.pt,1
train_set/3166\3166.png,train_set/3166\3166.pt,1
train_set/3167\3167.png,train_set/3167\3167.pt,1
train_set/3168\3168.png,train_set/3168\3168.pt,1
train_set/3169\3169.png,train_set/3169\3169.pt,1
train_set/3170\3170.png,train_set/3170\3170.pt,1
train_set/3171\3171.png,train_set/3171\3171.pt,1
train_set/3172\3172.png,train_set/3172\3172.pt,1
train_set/3173\3173.png,train_set/3173\3173.pt,1
train_set/3174\3174.png,train_set/3174\3174.pt,1
train_set/3175\3175.png,train_set/3175\3175.pt,1
train_set/3176\3176.png,train_set/3176\3176.pt,1
train_set/3177\3177.png,train_set/3177\3177.pt,1
train_set/3178\3178.png,train_set/3178\3178.pt,1
train_set/3179\3179.png,train_set/3179\3179.pt,1
train_set/3180\3180.png,train_set/3180\3180.pt,1
train_set/3181\3181.png,train_set/3181\3181.pt,1
train_set/3182\3182.png,train_set/3182\3182.pt,1
train_set/3183\3183.png,train_set/3183\3183.pt,1
train_set/3184\3184.png,train_set/3184\3184.pt,1
train_set/3185\3185.png,train_set/3185\3185.pt,1
train_set/3186\3186.png,train_set/3186\3186.pt,1
train_set/3187\3187.png,train_set/3187\3187.pt,1
train_set/3188\3188.png,train_set/3188\3188.pt,1
train_set/3189\3189.png,train_set/3189\3189.pt,1
train_set/3190\3190.png,train_set/3190\3190.pt,1
train_set/3191\3191.png,train_set/3191\3191.pt,1
train_set/3192\3192.png,train_set/3192\3192.pt,1
train_set/3193\3193.png,train_set/3193\3193.pt,1
train_set/3194\3194.png,train_set/3194\3194.pt,1
train_set/3195\3195.png,train_set/3195\3195.pt,1
train_set/3196\3196.png,train_set/3196\3196.pt,1
train_set/3197\3197.png,train_set/3197\3197.pt,1
train_set/3198\3198.png,train_set/3198\3198.pt,1
train_set/3199\3199.png,train_set/3199\3199.pt,1
train_set/3200\3200.png,train_set/3200\3200.pt,1
train_set/3201\3201.png,train_set/3201\3201.pt,1
train_set/3202\3202.png,train_set/3202\3202.pt,1
train_set/3203\3203.png,train_set/3203\3203.pt,1
train_set/3204\3204.png,train_set/3204\3204.pt,1
train_set/3205\3205.png,train_set/3205\3205.pt,1
train_set/3206\3206.png,train_set/3206\3206.pt,1
train_set/3207\3207.png,train_set/3207\3207.pt,1
train_set/3208\3208.png,train_set/3208\3208.pt,1
train_set/3209\3209.png,train_set/3209\3209.pt,1
train_set/3210\3210.png,train_set/3210\3210.pt,1
train_set/3211\3211.png,train_set/3211\3211.pt,1
train_set/3212\3212.png,train_set/3212\3212.pt,1
train_set/3213\3213.png,train_set/3213\3213.pt,1
train_set/3214\3214.png,train_set/3214\3214.pt,1
train_set/3215\3215.png,train_set/3215\3215.pt,1
train_set/3216\3216.png,train_set/3216\3216.pt,1
train_set/3217\3217.png,train_set/3217\3217.pt,1
train_set/3218\3218.png,train_set/3218\3218.pt,1
train_set/3219\3219.png,train_set/3219\3219.pt,1
train_set/3220\3220.png,train_set/3220\3220.pt,1
train_set/3221\3221.png,train_set/3221\3221.pt,1
train_set/3222\3222.png,train_set/3222\3222.pt,1
train_set/3223\3223.png,train_set/3223\3223.pt,1
train_set/3224\3224.png,train_set/3224\3224.pt,1
train_set/3225\3225.png,train_set/3225\3225.pt,1
train_set/3226\3226.png,train_set/3226\3226.pt,1
train_set/3227\3227.png,train_set/3227\3227.pt,1
train_set/3228\3228.png,train_set/3228\3228.pt,1
train_set/3229\3229.png,train_set/3229\3229.pt,1
train_set/3230\3230.png,train_set/3230\3230.pt,1
train_set/3231\3231.png,train_set/3231\3231.pt,1
train_set/3232\3232.png,train_set/3232\3232.pt,1
train_set/3233\3233.png,train_set/3233\3233.pt,1
train_set/3234\3234.png,train_set/3234\3234.pt,1
train_set/3235\3235.png,train_set/3235\3235.pt,1
train_set/3236\3236.png,train_set/3236\3236.pt,1
train_set/3237\3237.png,train_set/3237\3237.pt,1
train_set/3238\3238.png,train_set/3238\3238.pt,1
train_set/3239\3239.png,train_set/3239\3239.pt,1
train_set/3240\3240.png,train_set/3240\3240.pt,1
train_set/3241\3241.png,train_set/3241\3241.pt,1
train_set/3242\3242.png,train_set/3242\3242.pt,1
train_set/3243\3243.png,train_set/3243\3243.pt,1
train_set/3244\3244.png,train_set/3244\3244.pt,1
train_set/3245\3245.png,train_set/3245\3245.pt,1
train_set/3246\3246.png,train_set/3246\3246.pt,1
train_set/3247\3247.png,train_set/3247\3247.pt,1
train_set/3248\3248.png,train_set/3248\3248.pt,1
train_set/3249\3249.png,train_set/3249\3249.pt,1
train_set/3250\3250.png,train_set/3250\3250.pt,1
train_set/3251\3251.png,train_set/3251\3251.pt,1
train_set/3252\3252.png,train_set/3252\3252.pt,1
train_set/3253\3253.png,train_set/3253\3253.pt,1
train_set/3254\3254.png,train_set/3254\3254.pt,1
train_set/3255\3255.png,train_set/3255\3255.pt,1
train_set/3256\3256.png,train_set/3256\3256.pt,1
train_set/3257\3257.png,train_set/3257\3257.pt,1
train_set/3258\3258.png,train_set/3258\3258.pt,1
train_set/3259\3259.png,train_set/3259\3259.pt,1
train_set/3260\3260.png,train_set/3260\3260.pt,1
train_set/3261\3261.png,train_set/3261\3261.pt,1
train_set/3262\3262.png,train_set/3262\3262.pt,1
train_set/3263\3263.png,train_set/3263\3263.pt,1
train_set/3264\3264.png,train_set/3264\3264.pt,1
train_set/3265\3265.png,train_set/3265\3265.pt,1
train_set/3266\3266.png,train_set/3266\3266.pt,1
train_set/3267\3267.png,train_set/3267\3267.pt,1
train_set/3268\3268.png,train_set/3268\3268.pt,1
train_set/3269\3269.png,train_set/3269\3269.pt,1
train_set/3270\3270.png,train_set/3270\3270.pt,1
train_set/3271\3271.png,train_set/3271\3271.pt,1
train_set/3272\3272.png,train_set/3272\3272.pt,1
train_set/3273\3273.png,train_set/3273\3273.pt,1
train_set/3274\3274.png,train_set/3274\3274.pt,1
train_set/3275\3275.png,train_set/3275\3275.pt,1
train_set/3276\3276.png,train_set/3276\3276.pt,1
train_set/3277\3277.png,train_set/3277\3277.pt,1
train_set/3278\3278.png,train_set/3278\3278.pt,1
train_set/3279\3279.png,train_set/3279\3279.pt,1
train_set/3280\3280.png,train_set/3280\3280.pt,1
train_set/3281\3281.png,train_set/3281\3281.pt,1
train_set/3282\3282.png,train_set/3282\3282.pt,1
train_set/3283\3283.png,train_set/3283\3283.pt,1
train_set/3284\3284.png,train_set/3284\3284.pt,1
train_set/3285\3285.png,train_set/3285\3285.pt,1
train_set/3286\3286.png,train_set/3286\3286.pt,1
train_set/3287\3287.png,train_set/3287\3287.pt,1
train_set/3288\3288.png,train_set/3288\3288.pt,1
train_set/3289\3289.png,train_set/3289\3289.pt,1
train_set/3290\3290.png,train_set/3290\3290.pt,1
train_set/3291\3291.png,train_set/3291\3291.pt,1
train_set/3292\3292.png,train_set/3292\3292.pt,1
train_set/3293\3293.png,train_set/3293\3293.pt,1
train_set/3294\3294.png,train_set/3294\3294.pt,1
train_set/3295\3295.png,train_set/3295\3295.pt,1
train_set/3296\3296.png,train_set/3296\3296.pt,1
train_set/3297\3297.png,train_set/3297\3297.pt,1
train_set/3298\3298.png,train_set/3298\3298.pt,1
train_set/3299\3299.png,train_set/3299\3299.pt,1
train_set/3300\3300.png,train_set/3300\3300.pt,1
train_set/3301\3301.png,train_set/3301\3301.pt,1
train_set/3302\3302.png,train_set/3302\3302.pt,1
train_set/3303\3303.png,train_set/3303\3303.pt,1
train_set/3304\3304.png,train_set/3304\3304.pt,1
train_set/3305\3305.png,train_set/3305\3305.pt,1
train_set/3306\3306.png,train_set/3306\3306.pt,1
train_set/3307\3307.png,train_set/3307\3307.pt,1
train_set/3308\3308.png,train_set/3308\3308.pt,1
train_set/3309\3309.png,train_set/3309\3309.pt,1
train_set/3310\3310.png,train_set/3310\3310.pt,1
train_set/3311\3311.png,train_set/3311\3311.pt,1
train_set/3312\3312.png,train_set/3312\3312.pt,1
train_set/3313\3313.png,train_set/3313\3313.pt,1
train_set/3314\3314.png,train_set/3314\3314.pt,1
train_set/3315\3315.png,train_set/3315\3315.pt,1
train_set/3316\3316.png,train_set/3316\3316.pt,1
train_set/3317\3317.png,train_set/3317\3317.pt,1
train_set/3318\3318.png,train_set/3318\3318.pt,1
train_set/3319\3319.png,train_set/3319\3319.pt,1
train_set/3320\3320.png,train_set/3320\3320.pt,1
train_set/3321\3321.png,train_set/3321\3321.pt,1
train_set/3322\3322.png,train_set/3322\3322.pt,1
train_set/3323\3323.png,train_set/3323\3323.pt,1
train_set/3324\3324.png,train_set/3324\3324.pt,1
train_set/3325\3325.png,train_set/3325\3325.pt,1
train_set/3326\3326.png,train_set/3326\3326.pt,1
train_set/3327\3327.png,train_set/3327\3327.pt,1
train_set/3328\3328.png,train_set/3328\3328.pt,1
train_set/3329\3329.png,train_set/3329\3329.pt,1
train_set/3330\3330.png,train_set/3330\3330.pt,1
train_set/3331\3331.png,train_set/3331\3331.pt,1
train_set/3332\3332.png,train_set/3332\3332.pt,1
train_set/3333\3333.png,train_set/3333\3333.pt,1
train_set/3334\3334.png,train_set/3334\3334.pt,1
train_set/3335\3335.png,train_set/3335\3335.pt,1
train_set/3336\3336.png,train_set/3336\3336.pt,1
train_set/3337\3337.png,train_set/3337\3337.pt,1
train_set/3338\3338.png,train_set/3338\3338.pt,1
train_set/3339\3339.png,train_set/3339\3339.pt,1
train_set/3340\3340.png,train_set/3340\3340.pt,1
train_set/3341\3341.png,train_set/3341\3341.pt,1
train_set/3342\3342.png,train_set/3342\3342.pt,1
train_set/3343\3343.png,train_set/3343\3343.pt,1
train_set/3344\3344.png,train_set/3344\3344.pt,1
train_set/3345\3345.png,train_set/3345\3345.pt,1
train_set/3346\3346.png,train_set/3346\3346.pt,1
train_set/3347\3347.png,train_set/3347\3347.pt,1
train_set/3348\3348.png,train_set/3348\3348.pt,1
train_set/3349\3349.png,train_set/3349\3349.pt,1
train_set/3350\3350.png,train_set/3350\3350.pt,1
train_set/3351\3351.png,train_set/3351\3351.pt,1
train_set/3352\3352.png,train_set/3352\3352.pt,1
train_set/3353\3353.png,train_set/3353\3353.pt,1
train_set/3354\3354.png,train_set/3354\3354.pt,1
train_set/3355\3355.png,train_set/3355\3355.pt,1
train_set/3356\3356.png,train_set/3356\3356.pt,1
train_set/3357\3357.png,train_set/3357\3357.pt,1
train_set/3358\3358.png,train_set/3358\3358.pt,1
train_set/3359\3359.png,train_set/3359\3359.pt,1
train_set/3360\3360.png,train_set/3360\3360.pt,1
train_set/3361\3361.png,train_set/3361\3361.pt,1
train_set/3362\3362.png,train_set/3362\3362.pt,1
train_set/3363\3363.png,train_set/3363\3363.pt,1
train_set/3364\3364.png,train_set/3364\3364.pt,1
train_set/3365\3365.png,train_set/3365\3365.pt,1
train_set/3366\3366.png,train_set/3366\3366.pt,1
train_set/3367\3367.png,train_set/3367\3367.pt,1
train_set/3368\3368.png,train_set/3368\3368.pt,1
train_set/3369\3369.png,train_set/3369\3369.pt,1
train_set/3370\3370.png,train_set/3370\3370.pt,1
train_set/3371\3371.png,train_set/3371\3371.pt,1
train_set/3372\3372.png,train_set/3372\3372.pt,1
train_set/3373\3373.png,train_set/3373\3373.pt,1
train_set/3374\3374.png,train_set/3374\3374.pt,1
train_set/3375\3375.png,train_set/3375\3375.pt,1
train_set/3376\3376.png,train_set/3376\3376.pt,1
train_set/3377\3377.png,train_set/3377\3377.pt,1
train_set/3378\3378.png,train_set/3378\3378.pt,1
train_set/3379\3379.png,train_set/3379\3379.pt,1
train_set/3380\3380.png,train_set/3380\3380.pt,1
train_set/3381\3381.png,train_set/3381\3381.pt,1
train_set/3382\3382.png,train_set/3382\3382.pt,1
train_set/3383\3383.png,train_set/3383\3383.pt,1
train_set/3384\3384.png,train_set/3384\3384.pt,1
train_set/3385\3385.png,train_set/3385\3385.pt,1
train_set/3386\3386.png,train_set/3386\3386.pt,1
train_set/3387\3387.png,train_set/3387\3387.pt,1
train_set/3388\3388.png,train_set/3388\3388.pt,1
train_set/3389\3389.png,train_set/3389\3389.pt,1
train_set/3390\3390.png,train_set/3390\3390.pt,1
train_set/3391\3391.png,train_set/3391\3391.pt,1
train_set/3392\3392.png,train_set/3392\3392.pt,1
train_set/3393\3393.png,train_set/3393\3393.pt,1
train_set/3394\3394.png,train_set/3394\3394.pt,1
train_set/3395\3395.png,train_set/3395\3395.pt,1
train_set/3396\3396.png,train_set/3396\3396.pt,1
train_set/3397\3397.png,train_set/3397\3397.pt,1
train_set/3398\3398.png,train_set/3398\3398.pt,1
train_set/3399\3399.png,train_set/3399\3399.pt,1
train_set/3400\3400.png,train_set/3400\3400.pt,1
train_set/3401\3401.png,train_set/3401\3401.pt,1
train_set/3402\3402.png,train_set/3402\3402.pt,1
train_set/3403\3403.png,train_set/3403\3403.pt,1
train_set/3404\3404.png,train_set/3404\3404.pt,1
train_set/3405\3405.png,train_set/3405\3405.pt,1
train_set/3406\3406.png,train_set/3406\3406.pt,1
train_set/3407\3407.png,train_set/3407\3407.pt,1
train_set/3408\3408.png,train_set/3408\3408.pt,1
train_set/3409\3409.png,train_set/3409\3409.pt,1
train_set/3410\3410.png,train_set/3410\3410.pt,1
train_set/3411\3411.png,train_set/3411\3411.pt,1
train_set/3412\3412.png,train_set/3412\3412.pt,1
train_set/3413\3413.png,train_set/3413\3413.pt,1
train_set/3414\3414.png,train_set/3414\3414.pt,1
train_set/3415\3415.png,train_set/3415\3415.pt,1
train_set/3416\3416.png,train_set/3416\3416.pt,1
train_set/3417\3417.png,train_set/3417\3417.pt,1
train_set/3418\3418.png,train_set/3418\3418.pt,1
train_set/3419\3419.png,train_set/3419\3419.pt,1
train_set/3420\3420.png,train_set/3420\3420.pt,1
train_set/3421\3421.png,train_set/3421\3421.pt,1
train_set/3422\3422.png,train_set/3422\3422.pt,1
train_set/3423\3423.png,train_set/3423\3423.pt,1
train_set/3424\3424.png,train_set/3424\3424.pt,1
train_set/3425\3425.png,train_set/3425\3425.pt,1
train_set/3426\3426.png,train_set/3426\3426.pt,1
train_set/3427\3427.png,train_set/3427\3427.pt,1
train_set/3428\3428.png,train_set/3428\3428.pt,1
train_set/3429\3429.png,train_set/3429\3429.pt,1
train_set/3430\3430.png,train_set/3430\3430.pt,1
train_set/3431\3431.png,train_set/3431\3431.pt,1
train_set/3432\3432.png,train_set/3432\3432.pt,1
train_set/3433\3433.png,train_set/3433\3433.pt,1
train_set/3434\3434.png,train_set/3434\3434.pt,1
train_set/3435\3435.png,train_set/3435\3435.pt,1
train_set/3436\3436.png,train_set/3436\3436.pt,1
train_set/3437\3437.png,train_set/3437\3437.pt,1
train_set/3438\3438.png,train_set/3438\3438.pt,1
train_set/3439\3439.png,train_set/3439\3439.pt,1
train_set/3440\3440.png,train_set/3440\3440.pt,1
train_set/3441\3441.png,train_set/3441\3441.pt,1
train_set/3442\3442.png,train_set/3442\3442.pt,1
train_set/3443\3443.png,train_set/3443\3443.pt,1
train_set/3444\3444.png,train_set/3444\3444.pt,1
train_set/3445\3445.png,train_set/3445\3445.pt,1
train_set/3446\3446.png,train_set/3446\3446.pt,1
train_set/3447\3447.png,train_set/3447\3447.pt,1
train_set/3448\3448.png,train_set/3448\3448.pt,1
train_set/3449\3449.png,train_set/3449\3449.pt,1
train_set/3450\3450.png,train_set/3450\3450.pt,1
train_set/3451\3451.png,train_set/3451\3451.pt,1
train_set/3452\3452.png,train_set/3452\3452.pt,1
train_set/3453\3453.png,train_set/3453\3453.pt,1
train_set/3454\3454.png,train_set/3454\3454.pt,1
train_set/3455\3455.png,train_set/3455\3455.pt,1
train_set/3456\3456.png,train_set/3456\3456.pt,1
train_set/3457\3457.png,train_set/3457\3457.pt,1
train_set/3458\3458.png,train_set/3458\3458.pt,1
train_set/3459\3459.png,train_set/3459\3459.pt,1
train_set/3460\3460.png,train_set/3460\3460.pt,1
train_set/3461\3461.png,train_set/3461\3461.pt,1
train_set/3462\3462.png,train_set/3462\3462.pt,1
